customer_id,signup_date,region,acquisition_channel,age,newsletter_opt_in,loyalty_member,support_tickets_12m,avg_satisfaction_score
102625,2024-09-30,London,Referral,51.0,True,True,1,3.9
102626,2024-03-28,,Email,47.0,False,False,2,4.0
102627,2023-09-16,Wales,Organic,64.0,False,False,2,3.5
102628,2024-05-12,North West,Social,35.0,True,False,2,3.8
102629,2024-04-01,London,Social,,False,False,2,3.5
102630,2023-09-28,Scotland,Organic,47.0,True,False,0,3.7
102631,2023-07-26,Wales,Paid Search,38.0,False,False,0,3.6
102632,2022-08-11,Wales,Organic,56.0,False,False,0,2.9
102633,2024-03-17,North East,Social,45.0,False,True,0,4.0
102634,2024-05-25,East of England,Affiliate,25.0,True,False,0,4.5
102635,2024-07-23,Wales,Email,51.0,False,False,1,
102636,2024-04-06,South West,Paid Search,35.0,False,False,2,3.4
102637,2024-03-17,London,Organic,37.0,False,True,1,
102638,2024-12-20,Scotland,Social,38.0,False,False,0,4.7
102639,2023-09-25,Yorkshire,Organic,51.0,False,False,2,5.0
102640,2025-01-24,Scotland,Paid Search,55.0,True,True,0,4.5
102641,2025-01-06,Wales,Affiliate,39.0,True,False,1,3.7
102642,2024-05-10,North East,Referral,38.0,True,False,2,
102643,2023-09-17,Yorkshire,Affiliate,18.0,True,False,1,3.3
102644,2024-02-26,London,Organic,32.0,False,True,1,
102645,2023-03-06,West Midlands,Referral,29.0,True,True,1,2.4
102646,2025-01-24,South East,Email,45.0,True,False,1,4.9
102647,2024-02-23,,Social,40.0,False,False,1,3.3
102648,2024-11-08,North West,Paid Search,,True,False,0,4.9
102649,2024-08-15,London,Paid Search,43.0,True,False,0,4.5
102650,2023-03-13,South East,Paid Search,40.0,False,True,1,4.5
102651,2024-08-12,Scotland,Referral,18.0,False,True,0,4.6
102652,2025-01-24,South East,Social,55.0,True,False,3,1.9
102653,2025-01-24,London,Affiliate,54.0,False,False,1,2.7
102654,2024-05-21,North West,Social,38.0,True,False,0,4.1
102655,2023-03-18,East of England,Paid Search,46.0,True,True,5,4.7
102656,2024-07-21,East of England,Organic,37.0,True,True,0,3.6
102657,2023-12-19,WEST MIDLANDS,Paid Search,20.0,True,True,1,2.8
102658,2024-07-22,East of England,Referral,69.0,False,False,0,
102659,2024-02-16,South East,Paid Search,51.0,False,True,1,
102660,2024-05-06,South West,Paid Search,53.0,True,False,1,3.3
102661,2024-05-07,London,Social,37.0,True,True,3,3.5
102662,2024-09-03,South East,Email,56.0,True,True,1,5.0
102663,2024-04-05,,Social,23.0,False,True,2,2.8
102664,2025-01-24,Scotland,Paid Search,38.0,False,False,0,3.0
102665,2025-01-24,Yorkshire,Email,51.0,False,True,1,3.0
102666,2023-01-12,,Paid Search,33.0,True,True,0,3.3
102667,2023-09-04,East of England,Social,53.0,False,False,0,3.7
102668,2024-06-29,South West,Social,45.0,False,False,2,3.5
102669,2025-01-24,South West,Paid Search,44.0,True,False,2,4.8
102670,2025-01-24,North West,Organic,32.0,True,False,0,4.7
102671,2023-09-05,East of England,Paid Search,46.0,True,True,1,5.0
102672,2023-12-17,South West,Organic,66.0,True,False,1,
102673,2024-11-26,Scotland,Social,43.0,True,False,0,4.7
102674,2024-07-29,WEST MIDLANDS,Organic,48.0,True,False,0,3.0
102675,2024-04-12,East of England,Paid Search,50.0,False,False,1,4.6
102676,2024-11-08,Yorkshire,Social,26.0,True,True,1,4.7
102677,2025-01-24,North West,Email,39.0,True,False,0,3.3
102678,2024-12-31,North East,Referral,,False,True,2,4.5
102679,2023-08-27,Yorkshire,Referral,18.0,True,False,0,4.2
102680,2024-08-18,Yorkshire,Organic,,True,False,1,4.4
102681,2023-02-14,North West,Organic,29.0,False,False,1,4.0
102682,2024-09-13,East of England,Social,50.0,True,False,2,4.2
102683,2024-03-27,North East,Email,31.0,True,False,1,5.0
102684,2024-01-26,South West,Organic,68.0,True,True,0,
102685,2024-12-18,Yorkshire,Affiliate,37.0,True,True,0,
102686,2024-01-16,East of England,Social,66.0,True,False,1,3.9
102687,2025-01-24,North West,Organic,39.0,False,True,1,
102688,2025-01-24,London,Email,40.0,False,False,1,4.2
102689,2023-09-10,East of England,Paid Search,61.0,True,False,1,3.7
102690,2023-05-23,South East,Affiliate,29.0,True,False,4,2.9
102691,2024-12-30,London,Organic,42.0,True,True,1,3.7
102692,2023-04-27,South West,Email,48.0,False,False,4,3.4
102693,2023-10-10,Scotland,Social,46.0,False,False,1,3.2
102694,2023-10-05,Wales,Paid Search,42.0,True,True,3,3.5
102695,2024-04-25,Wales,Email,40.0,False,True,1,3.6
102696,2024-08-28,South East,Organic,52.0,True,False,3,2.3
102697,2023-10-13,South West,Organic,43.0,False,False,0,4.7
102698,2024-10-21,West Midlands,Paid Search,54.0,True,False,0,3.3
102699,2022-12-30,South West,Email,46.0,False,False,3,3.5
102700,2025-01-04,London,Referral,49.0,False,False,2,4.0
102701,2024-05-03,Scotland,Paid Search,56.0,False,False,0,5.0
102702,2023-12-04,East of England,Email,37.0,False,False,2,1.6
102703,2025-01-24,Scotland,Referral,55.0,True,True,0,3.4
102704,2025-01-24,Yorkshire,Paid Search,39.0,True,True,2,4.3
102705,2024-02-11,London,Affiliate,23.0,False,False,1,2.6
102706,2024-04-24,London,Paid Search,37.0,False,False,1,
102707,2023-10-30,East of England,Referral,32.0,False,False,1,2.5
102708,2024-04-23,Scotland,Social,46.0,False,True,1,4.0
102709,2023-11-05,Yorkshire,Affiliate,37.0,True,True,0,4.0
102710,2023-04-14,West Midlands,Organic,43.0,True,False,1,3.8
102711,2023-09-25,London,Organic,54.0,False,True,1,4.2
102712,2024-09-23,South West,Referral,60.0,True,False,2,3.1
102713,2023-06-10,South East,Email,45.0,True,True,1,
102714,2024-02-18,South West,Social,55.0,True,False,0,3.5
102715,2023-12-15,,Social,39.0,True,True,0,3.2
102716,2025-01-24,North East,Email,21.0,False,False,0,4.9
102717,2024-04-24,North West,Paid Search,26.0,True,False,2,3.7
102718,2022-10-20,Wales,Paid Search,38.0,False,False,1,2.5
102719,2024-01-31,London,Paid Search,51.0,False,True,2,4.0
102720,2024-06-09,Scotland,Paid Search,38.0,False,True,0,3.1
102721,2025-01-24,Scotland,Referral,56.0,False,True,2,
102722,2024-06-21,South East,Organic,65.0,True,False,1,3.5
102723,2024-03-01,SCOTLAND,Organic,29.0,True,True,0,3.7
102724,2024-02-08,North West,Paid Search,69.0,False,False,0,5.0
102725,2024-02-28,Scotland,Referral,20.0,True,True,1,3.5
102726,2025-01-05,West Midlands,Paid Search,65.0,True,False,0,4.0
102727,2023-05-12,South East,Paid Search,41.0,False,True,1,4.3
102728,2024-12-12,South West,Email,38.0,False,False,2,3.7
102729,2023-09-24,Yorkshire,Paid Search,41.0,True,True,1,3.4
102730,2023-04-21,Wales,Email,31.0,False,False,1,3.3
102731,2024-02-14,Wales,Organic,61.0,False,False,1,3.0
102732,2024-07-03,North West,Email,32.0,False,True,1,3.5
102733,2023-10-11,North West,Paid Search,34.0,False,False,0,2.8
102734,2023-03-11,NORTH EAST,Organic,23.0,True,True,1,4.5
102735,2024-03-11,West Midlands,Organic,32.0,False,False,0,
102736,2023-05-17,London,Social,32.0,False,False,1,3.5
102737,2023-12-17,Yorkshire,Referral,31.0,True,False,1,4.5
102738,2024-05-21,North East,Paid Search,39.0,False,True,0,3.4
102739,2024-07-25,North West,Social,27.0,True,True,1,1.3
102740,2023-06-29,East of England,Paid Search,62.0,False,False,1,3.5
102741,2025-01-08,West Midlands,Email,39.0,False,True,0,4.7
102742,2023-09-01,West Midlands,Affiliate,46.0,True,False,1,4.9
102743,2024-07-13,SCOTLAND,Paid Search,52.0,True,False,1,
102744,2024-03-15,South East,Paid Search,67.0,True,True,3,
102745,2024-06-28,West Midlands,Email,53.0,True,True,0,4.6
102746,2024-03-19,North West,Referral,38.0,True,True,0,2.6
102747,2023-07-02,Wales,Social,27.0,True,False,1,3.7
102748,2023-10-07,North West,Organic,45.0,True,False,0,4.2
102749,2023-01-21,Wales,Email,55.0,False,False,0,5.0
102750,2023-11-14,London,Organic,43.0,True,True,1,3.5
102751,2024-07-27,Scotland,Affiliate,42.0,True,False,0,2.7
102752,2025-01-24,North West,Referral,44.0,True,False,1,3.3
102753,2023-04-17,Scotland,Referral,18.0,True,False,1,5.0
102754,2023-05-28,South West,Referral,43.0,True,True,4,3.4
102755,2025-01-24,North East,Affiliate,51.0,False,True,1,5.0
102756,2023-04-27,South West,Paid Search,40.0,True,False,2,3.2
102757,2025-01-24,Yorkshire,Referral,56.0,False,False,0,3.2
102758,2025-01-24,Yorkshire,Paid Search,56.0,True,False,3,3.0
102759,2024-03-30,North East,Organic,34.0,True,True,0,3.5
102760,2024-08-16,North East,Organic,47.0,False,False,0,4.6
102761,2023-07-07,SOUTH WEST,Paid Search,42.0,True,True,3,2.0
102762,2023-05-11,South East,Organic,18.0,True,True,0,
102763,2024-05-04,North West,Social,39.0,True,False,0,2.9
102764,2023-02-09,North West,Paid Search,28.0,False,False,0,3.7
102765,2023-12-06,North West,Organic,43.0,True,False,0,3.1
102766,2023-02-20,NORTH EAST,Organic,50.0,True,False,3,4.5
102767,2024-12-22,South East,Social,38.0,False,False,1,
102768,2025-01-24,Wales,Social,29.0,False,True,0,4.4
102769,2024-01-15,Wales,Email,44.0,False,True,0,2.9
102770,2023-05-16,Yorkshire,Email,73.0,True,True,1,
102771,2025-01-24,West Midlands,Social,18.0,False,False,2,3.9
102772,2024-03-23,North West,Paid Search,44.0,False,False,0,3.3
102773,2022-12-20,East of England,Social,34.0,True,False,2,4.1
102774,2025-01-24,East of England,Organic,35.0,False,False,1,3.9
102775,2023-08-13,Yorkshire,Paid Search,40.0,False,True,2,5.0
102776,2023-10-21,Yorkshire,Referral,37.0,True,True,2,4.5
102777,2024-02-17,Wales,Paid Search,49.0,True,False,0,4.1
102778,2022-10-03,South West,Affiliate,38.0,True,True,0,3.5
102779,2024-03-28,South West,Paid Search,18.0,False,True,0,
102780,2023-10-17,North West,Email,58.0,False,False,1,
102781,2023-07-08,London,Organic,56.0,True,False,1,3.1
102782,2023-02-24,Scotland,Referral,33.0,True,False,3,4.5
102783,2023-01-19,West Midlands,Referral,42.0,True,True,0,5.0
102784,2023-04-21,West Midlands,Paid Search,57.0,True,False,0,4.4
102785,2025-01-24,Yorkshire,Paid Search,54.0,False,False,0,4.0
102786,2025-01-24,North East,Social,59.0,True,False,0,3.4
102787,2024-09-03,Wales,Paid Search,46.0,True,True,1,4.4
102788,2023-12-10,,Paid Search,51.0,True,False,5,2.3
102789,2023-07-13,South West,Affiliate,59.0,True,False,1,3.6
102790,2025-01-15,Scotland,Social,37.0,False,False,3,3.5
102791,2023-06-12,Yorkshire,Paid Search,47.0,False,False,0,4.4
102792,2024-07-16,Scotland,Organic,18.0,False,False,2,5.0
102793,2024-05-16,WALES,Paid Search,20.0,True,False,0,2.7
102794,2024-11-23,North East,Email,47.0,False,True,2,3.6
102795,2024-10-21,Scotland,Paid Search,49.0,True,False,0,5.0
102796,2024-05-29,South West,Organic,36.0,True,True,1,3.5
102797,2024-03-23,London,Paid Search,33.0,False,False,0,
102798,2025-01-24,Scotland,Affiliate,36.0,True,False,1,5.0
102799,2024-10-23,Wales,Paid Search,43.0,True,False,4,4.9
102800,2023-06-12,East of England,Email,18.0,True,False,1,3.9
102801,2024-05-16,Yorkshire,Organic,47.0,False,True,1,4.3
102802,2023-03-17,North West,Email,41.0,True,True,3,3.9
102803,2024-09-10,Wales,Paid Search,44.0,False,False,2,2.3
102804,2023-01-20,North East,Referral,39.0,True,True,4,3.8
102805,2024-01-15,West Midlands,Affiliate,23.0,True,True,1,3.7
102806,2024-03-05,Wales,Paid Search,27.0,True,False,0,3.8
102807,2025-01-24,Yorkshire,Paid Search,61.0,False,False,1,4.5
102808,2024-01-21,West Midlands,Affiliate,33.0,False,False,0,5.0
102809,2023-01-06,WEST MIDLANDS,Organic,52.0,True,False,0,3.9
102810,2023-06-03,Yorkshire,Referral,27.0,False,False,0,3.8
102811,2024-02-12,Scotland,Referral,41.0,True,True,0,4.5
102812,2024-06-20,East of England,Organic,35.0,False,True,3,3.2
102813,2023-08-15,South East,Paid Search,37.0,True,False,1,3.9
102814,2023-04-01,Scotland,Organic,37.0,True,False,1,
102815,2024-07-25,South West,Social,60.0,False,False,2,3.2
102816,2023-04-22,Wales,Organic,66.0,True,False,1,3.7
102817,2024-07-22,North West,Email,44.0,False,True,1,3.7
102818,2023-07-30,East of England,Social,,True,False,0,
102819,2024-01-26,West Midlands,Email,24.0,True,True,3,2.9
102820,2024-01-30,South West,Paid Search,23.0,True,False,1,3.7
102821,2024-03-26,West Midlands,Organic,60.0,True,False,0,4.4
102822,2023-04-22,East of England,Paid Search,22.0,True,False,3,3.5
102823,2022-06-08,Scotland,Paid Search,35.0,True,False,3,2.3
102824,2023-09-08,North West,Organic,43.0,False,False,2,5.0
102825,2024-10-17,Yorkshire,Referral,18.0,True,False,1,3.9
102826,2023-04-30,East of England,Organic,25.0,True,True,1,
102827,2024-09-06,East of England,Paid Search,24.0,False,False,0,3.7
102828,2025-01-24,South West,Social,32.0,True,False,1,2.6
102829,2025-01-24,East of England,Email,44.0,False,False,2,3.5
102830,2023-07-15,Wales,Organic,54.0,True,True,1,3.0
102831,2025-01-21,Scotland,Organic,32.0,False,True,0,4.5
102832,2023-12-21,Yorkshire,Organic,35.0,False,False,2,4.3
102833,2024-08-30,Scotland,Paid Search,39.0,True,True,2,4.5
102834,2023-12-06,Yorkshire,Organic,31.0,True,False,0,3.1
102835,2023-10-01,South East,Paid Search,46.0,True,True,0,2.2
102836,2024-02-01,Wales,Social,47.0,True,True,2,1.9
102837,2023-04-08,YORKSHIRE,Referral,18.0,True,False,1,4.3
102838,2023-12-31,Yorkshire,Paid Search,49.0,False,False,0,3.6
102839,2023-08-13,Wales,Paid Search,43.0,False,False,0,2.8
102840,2025-01-24,Scotland,Referral,44.0,True,True,0,4.5
102841,2024-07-18,Scotland,Social,56.0,False,True,1,4.7
102842,2024-04-14,Yorkshire,Email,18.0,True,False,0,3.9
102843,2023-11-07,North East,Referral,25.0,True,True,2,3.4
102844,2024-12-27,North West,Social,40.0,True,True,1,3.8
102845,2024-05-16,South East,Email,18.0,True,False,1,5.0
102846,2023-12-03,South East,Organic,38.0,True,True,2,4.9
102847,2023-02-13,South West,Affiliate,52.0,True,False,0,3.8
102848,2024-02-14,London,Email,46.0,True,False,0,4.1
102849,2024-03-04,South West,Paid Search,42.0,False,True,0,5.0
102850,2024-09-17,Wales,Social,38.0,False,False,2,5.0
102851,2025-01-24,East of England,Paid Search,35.0,False,False,0,4.0
102852,2024-08-01,South East,Social,35.0,True,True,0,5.0
102853,2024-05-13,East of England,Paid Search,44.0,False,False,1,4.3
102854,2024-06-29,Scotland,Social,21.0,True,False,2,5.0
102855,2022-11-12,London,Organic,60.0,True,True,5,2.5
102856,2025-01-24,South East,Social,31.0,True,False,3,4.6
102857,2023-12-29,South West,Social,48.0,True,False,0,4.9
102858,2024-04-14,Yorkshire,Paid Search,42.0,True,True,1,3.9
102859,2023-10-06,Scotland,Organic,26.0,False,False,2,3.6
102860,2025-01-24,South West,Organic,58.0,False,True,2,
102861,2024-09-07,Yorkshire,Social,55.0,True,True,2,2.8
102862,2024-07-26,North East,Affiliate,21.0,False,False,2,3.6
102863,2023-02-17,London,Organic,40.0,True,True,1,3.5
102864,2024-01-23,North West,Social,44.0,True,True,1,4.7
102865,2024-09-19,South East,Affiliate,18.0,True,True,2,4.4
102866,2024-05-31,SCOTLAND,Email,18.0,True,False,1,4.6
102867,2023-11-14,North East,Organic,30.0,True,True,0,
102868,2023-06-25,Scotland,Organic,24.0,True,False,4,
102869,2023-04-26,West Midlands,Referral,27.0,True,False,2,5.0
102870,2024-06-11,London,Organic,,False,False,0,4.8
102871,2024-10-14,West Midlands,Paid Search,39.0,False,False,1,2.7
102872,2023-05-26,North West,Social,29.0,False,False,0,4.7
102873,2023-11-29,South East,Paid Search,55.0,True,True,3,4.5
102874,2023-02-01,South East,Social,43.0,True,False,1,4.3
102875,2023-08-05,East of England,Affiliate,51.0,False,True,2,3.1
102876,2023-11-23,South West,Affiliate,,False,False,1,4.0
102877,2023-09-22,South West,Social,33.0,True,False,0,4.6
102878,2024-06-13,London,Referral,43.0,False,True,0,4.0
102879,2024-02-06,North East,Email,47.0,False,False,0,2.8
102880,2023-09-14,Yorkshire,Affiliate,33.0,True,False,0,
102881,2023-04-30,Yorkshire,Referral,34.0,False,False,2,4.3
102882,2024-01-08,Wales,Referral,36.0,True,False,0,3.8
102883,2024-07-23,North West,Paid Search,37.0,True,False,0,5.0
102884,2023-05-20,Yorkshire,Paid Search,69.0,True,False,1,4.7
102885,2023-08-03,London,Paid Search,45.0,False,False,1,4.6
102886,2023-07-13,Scotland,Social,42.0,True,True,0,4.1
102887,2024-01-06,NORTH WEST,Affiliate,25.0,True,True,2,2.8
102888,2022-11-10,South East,Affiliate,25.0,True,False,2,5.0
102889,2023-12-07,East of England,Referral,38.0,True,False,0,3.7
102890,2022-10-27,South East,Referral,56.0,False,False,1,4.1
102891,2023-11-09,North East,Social,38.0,True,False,1,3.1
102892,2023-06-02,North West,Organic,39.0,True,False,1,2.7
102893,2024-05-10,London,Social,31.0,False,False,1,4.4
102894,2022-10-10,Scotland,Paid Search,18.0,False,False,1,
102895,2023-10-02,West Midlands,Email,47.0,False,False,1,3.5
102896,2023-07-18,East of England,Social,38.0,True,False,1,2.9
102897,2023-07-17,East of England,Paid Search,47.0,True,False,2,3.3
102898,2023-12-09,Yorkshire,Social,43.0,False,False,1,5.0
102899,2023-09-21,Yorkshire,Social,28.0,False,True,0,4.4
102900,2024-07-03,South West,Email,44.0,True,True,0,
102901,2023-07-06,East of England,Referral,24.0,False,True,1,2.8
102902,2023-04-28,South East,Paid Search,44.0,True,False,0,4.5
102903,2023-11-25,Scotland,Email,40.0,False,False,0,1.8
102904,2023-12-25,East of England,Paid Search,61.0,True,False,1,3.5
102905,2024-05-16,North West,Organic,30.0,True,False,0,5.0
102906,2023-06-14,Wales,Organic,24.0,True,False,1,
102907,2023-05-07,Scotland,Email,36.0,True,False,0,3.7
102908,2023-12-10,West Midlands,Referral,49.0,False,True,5,1.5
102909,2024-05-23,West Midlands,Paid Search,18.0,False,False,2,4.2
102910,2024-11-06,East of England,Email,52.0,True,False,3,3.6
102911,2023-12-27,South West,Referral,38.0,False,False,2,4.8
102912,2023-06-28,North West,Affiliate,26.0,True,False,0,2.7
102913,2024-06-04,South East,Paid Search,36.0,True,False,1,
102914,2024-02-14,London,Paid Search,31.0,True,True,0,3.6
102915,2024-04-24,Scotland,Organic,25.0,True,False,1,3.1
102916,2024-05-05,North East,Referral,18.0,True,False,0,
102917,2022-07-31,NORTH EAST,Organic,50.0,False,False,2,4.8
102918,2023-11-20,Yorkshire,Social,34.0,False,True,0,4.6
102919,2024-11-12,Yorkshire,Affiliate,36.0,True,False,0,4.3
102920,2023-05-18,Yorkshire,Organic,52.0,True,False,0,2.7
102921,2023-07-18,North West,Social,42.0,False,False,0,5.0
102922,2024-06-06,Scotland,Affiliate,21.0,True,False,2,4.3
102923,2025-01-24,North East,Organic,50.0,True,False,1,2.2
102924,2023-08-29,East of England,Paid Search,60.0,False,False,1,
102925,2024-08-12,North West,Organic,48.0,False,True,2,4.2
102926,2024-04-08,London,Social,,False,True,0,3.9
102927,2024-04-08,South West,Paid Search,22.0,True,False,2,5.0
102928,2024-07-10,North East,Paid Search,29.0,True,False,0,3.3
102929,2024-11-13,South East,Paid Search,42.0,False,False,2,3.5
102930,2023-12-08,West Midlands,Social,60.0,True,False,0,3.8
102931,2024-02-09,Wales,Referral,31.0,False,False,2,4.4
102932,2023-10-27,North West,Social,33.0,True,True,0,3.4
102933,2024-03-06,South East,Email,54.0,False,True,0,2.3
102934,2024-05-06,West Midlands,Affiliate,35.0,True,False,3,3.8
102935,2024-04-08,West Midlands,Email,63.0,True,False,1,3.5
102936,2023-12-17,Scotland,Social,39.0,False,True,4,5.0
102937,2023-09-24,NORTH EAST,Paid Search,56.0,False,False,2,2.1
102938,2024-07-17,North East,Organic,46.0,True,True,1,4.8
102939,2024-03-18,Yorkshire,Paid Search,50.0,False,False,2,
102940,2023-12-06,London,Social,39.0,False,False,2,
102941,2023-08-25,NORTH WEST,Affiliate,40.0,False,True,0,3.0
102942,2025-01-24,South East,Organic,46.0,True,False,0,2.6
102943,2024-09-12,London,Paid Search,51.0,False,False,2,5.0
102944,2024-05-20,West Midlands,Referral,48.0,False,False,0,4.6
102945,2024-06-15,London,Affiliate,18.0,False,True,1,4.0
102946,2024-02-09,Yorkshire,Email,44.0,False,False,0,4.1
102947,2024-12-26,North West,Paid Search,32.0,True,False,0,3.3
102948,2023-01-17,South West,Social,34.0,False,False,3,
102949,2022-12-09,Yorkshire,Organic,47.0,False,True,2,2.6
102950,2022-12-13,North East,Social,63.0,True,False,0,3.5
102951,2025-01-24,Scotland,Social,38.0,False,True,1,3.8
102952,2024-05-11,South East,Email,67.0,False,True,0,5.0
102953,2023-03-18,North East,Paid Search,27.0,True,False,1,3.7
102954,2024-06-27,West Midlands,Affiliate,57.0,True,False,3,4.3
102955,2023-07-07,South West,Paid Search,,True,True,3,3.1
102956,2023-11-01,South West,Paid Search,44.0,True,True,1,4.4
102957,2022-08-11,North East,Referral,59.0,True,True,0,1.7
102958,2023-06-04,East of England,Organic,33.0,False,False,2,
102959,2023-01-12,Yorkshire,Organic,58.0,False,False,1,2.1
102960,2025-01-24,West Midlands,Organic,,True,False,1,3.6
102961,2023-08-08,Scotland,Paid Search,33.0,True,True,2,2.9
102962,2023-07-16,South West,Paid Search,24.0,False,True,0,3.6
102963,2025-01-03,Yorkshire,Email,62.0,False,False,2,4.0
102964,2023-03-19,London,Paid Search,56.0,False,True,3,4.1
102965,2023-11-24,West Midlands,Affiliate,35.0,False,True,1,5.0
102966,2024-02-09,North East,Email,48.0,True,False,0,3.3
102967,2023-04-18,North West,Referral,43.0,False,False,0,3.2
102968,2024-07-29,SCOTLAND,Referral,36.0,False,False,0,3.9
102969,2024-11-03,Wales,Email,54.0,False,True,1,4.3
102970,2023-10-08,North West,Organic,33.0,False,True,2,4.0
102971,2024-11-23,East of England,Referral,18.0,True,False,2,5.0
102972,2023-06-27,South West,Organic,44.0,True,False,0,4.7
102973,2023-06-14,West Midlands,Paid Search,42.0,True,False,1,4.4
102974,2024-01-28,Wales,Social,33.0,True,True,1,4.4
102975,2024-07-03,,Paid Search,29.0,True,False,3,
102976,2023-12-24,North West,Social,21.0,False,False,0,1.7
102977,2024-08-26,North West,Affiliate,36.0,True,False,0,4.0
102978,2025-01-24,North West,Social,30.0,True,False,1,
102979,2023-05-30,Yorkshire,Paid Search,54.0,False,False,1,2.9
102980,2025-01-02,North West,Paid Search,48.0,True,True,2,4.9
102981,2023-03-02,West Midlands,Organic,35.0,True,True,1,2.8
102982,2024-01-30,South West,Paid Search,,False,False,2,4.9
102983,2024-06-08,Wales,Social,40.0,True,False,1,4.5
102984,2024-01-15,East of England,Email,37.0,True,True,2,4.2
102985,2024-04-18,Yorkshire,Social,40.0,True,False,0,4.7
102986,2023-05-20,East of England,Social,64.0,True,False,0,2.3
102987,2024-07-11,Scotland,Organic,49.0,True,False,0,
102988,2023-05-17,North West,Paid Search,37.0,True,True,1,2.6
102989,2024-02-26,South West,Social,53.0,False,False,1,4.3
102990,2025-01-24,South East,Organic,52.0,True,False,1,
102991,2024-12-27,North East,Organic,44.0,True,False,2,3.2
102992,2023-05-03,Scotland,Social,37.0,True,False,0,3.5
102993,2023-10-26,Wales,Organic,36.0,False,False,5,3.7
102994,2024-10-28,London,Paid Search,27.0,True,True,0,4.1
102995,2024-08-07,Scotland,Organic,43.0,False,False,1,4.6
102996,2024-01-12,Scotland,Organic,,False,False,1,5.0
102997,2023-10-06,West Midlands,Email,35.0,True,True,0,3.3
102998,2024-01-27,Yorkshire,Paid Search,49.0,False,True,0,3.3
102999,2023-01-08,EAST OF ENGLAND,Referral,63.0,True,False,1,3.9
103000,2025-01-24,North East,Organic,,False,True,0,3.0
103001,2023-08-16,WALES,Paid Search,40.0,False,False,2,2.2
103002,2023-09-04,North West,Paid Search,41.0,False,True,1,3.1
103003,2025-01-24,North East,Affiliate,56.0,True,True,1,3.4
103004,2023-08-26,Scotland,Social,46.0,True,True,2,3.6
103005,2025-01-24,Scotland,Email,44.0,True,False,1,2.6
103006,2024-03-09,London,Referral,44.0,True,True,3,3.7
103007,2023-06-28,East of England,Organic,22.0,False,False,0,3.8
103008,2023-12-15,Wales,Social,46.0,True,False,0,3.1
103009,2025-01-24,North West,Social,30.0,True,True,1,
103010,2023-09-01,Wales,Referral,46.0,True,False,2,2.4
103011,2023-05-31,London,Organic,31.0,False,False,1,
103012,2024-11-14,North East,Affiliate,49.0,True,True,1,3.7
103013,2024-10-15,North West,Social,39.0,False,False,2,4.0
103014,2024-03-29,Scotland,Referral,26.0,False,False,3,4.3
103015,2024-10-30,London,Paid Search,,True,True,0,4.2
103016,2022-04-21,Wales,Organic,70.0,True,False,1,1.4
103017,2022-10-23,Yorkshire,Paid Search,18.0,False,False,0,
103018,2024-01-29,North East,Referral,43.0,False,False,1,4.4
103019,2024-03-12,West Midlands,Paid Search,28.0,True,False,0,4.4
103020,2025-01-24,London,Email,59.0,True,False,1,3.2
103021,2024-05-24,EAST OF ENGLAND,Paid Search,52.0,True,False,0,3.0
103022,2023-11-17,South East,Paid Search,43.0,False,False,1,4.4
103023,2024-07-13,East of England,Organic,53.0,True,True,0,
103024,2024-08-22,London,Email,,False,False,2,
103025,2024-07-03,South East,Paid Search,41.0,True,False,1,2.8
103026,2023-09-20,EAST OF ENGLAND,Email,,True,False,0,3.6
103027,2023-08-07,East of England,Email,36.0,True,False,2,2.4
103028,2023-12-04,South East,Affiliate,35.0,True,True,0,4.0
103029,2024-03-22,South East,Social,41.0,False,False,2,5.0
103030,2024-06-11,Wales,Social,18.0,True,True,1,2.8
103031,2023-03-17,London,Social,54.0,False,False,3,3.8
103032,2023-07-12,North West,Paid Search,,True,False,0,3.2
103033,2024-12-19,North East,Social,35.0,True,False,0,4.6
103034,2024-02-29,Yorkshire,Referral,56.0,True,False,0,3.8
103035,2025-01-24,London,Paid Search,39.0,True,False,1,3.1
103036,2023-09-25,Wales,Paid Search,33.0,False,False,2,4.9
103037,2022-06-18,WEST MIDLANDS,Social,,True,True,0,4.6
103038,2024-01-07,South West,Referral,42.0,True,False,2,3.7
103039,2024-07-26,East of England,Organic,32.0,True,False,2,4.6
103040,2025-01-24,West Midlands,Referral,49.0,False,True,1,2.7
103041,2023-02-16,West Midlands,Organic,34.0,True,True,1,4.8
103042,2025-01-24,Yorkshire,Organic,27.0,False,False,0,3.9
103043,2022-10-22,West Midlands,Affiliate,41.0,False,False,0,5.0
103044,2025-01-24,South East,Organic,32.0,False,True,0,
103045,2022-07-08,South West,Social,37.0,True,False,1,1.7
103046,2023-11-24,East of England,Affiliate,40.0,True,True,0,4.3
103047,2024-10-09,East of England,Paid Search,24.0,False,False,0,3.2
103048,2023-06-10,SOUTH WEST,Paid Search,60.0,True,False,2,2.5
103049,2023-07-23,,Affiliate,52.0,False,False,1,4.1
103050,2023-08-31,North East,Social,33.0,False,False,3,3.8
103051,2022-12-23,Wales,Affiliate,41.0,False,False,0,4.2
103052,2023-11-12,North East,Referral,49.0,True,False,1,4.8
103053,2024-08-17,South East,Social,44.0,False,False,1,3.7
103054,2024-04-09,South East,Organic,65.0,True,False,0,
103055,2024-11-04,Scotland,Organic,38.0,False,True,0,4.6
103056,2024-04-20,East of England,Paid Search,56.0,False,False,1,2.9
103057,2023-11-07,North West,Organic,24.0,True,False,3,4.4
