customer_id,signup_date,region,acquisition_channel,age,newsletter_opt_in,loyalty_member,support_tickets_12m,avg_satisfaction_score,age_missing_flag,satisfaction_missing_flag,recency_days,frequency,monetary_total,avg_order_value,median_order_value,order_value_std,active_span_days,distinct_categories_purchased,return_rate,favourite_category,orders_via_mobile_app,orders_via_store,orders_via_web,never_purchased_flag,tenure_days,tenure_months,orders_per_tenure_month,spend_per_tenure_month,engagement_score,support_tickets_per_order,segment,segment_hierarchical,pca_1,pca_2,segment_name
101883,2024-08-18,East Of England,Organic,39.0,True,False,0,4.4,0,0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,166,5.5,0.0,0.0,1,0.0,1,2,-4.429631024908349,0.49381440570985125,New / Low Engagement
101884,2023-11-17,Wales,Social,32.0,True,True,3,3.7,0,0,3.0,10.0,424.47,42.447,44.295,17.903112733699565,299.0,6.0,0.1,Garden,1.0,1.0,8.0,0,441,14.5,0.6896551724137931,29.273793103448277,2,0.3,2,1,0.8072064519043541,-0.872329300543971,Emerging Customers
101885,2024-06-04,London,Paid Search,51.0,False,False,2,4.6,0,0,22.0,11.0,518.83,47.16636363636364,46.22,12.25711978625262,189.0,6.0,0.2727272727272727,Sports & Outdoors,6.0,1.0,4.0,0,241,7.9,1.3924050632911391,65.6746835443038,0,0.18181818181818182,2,1,1.1820734995147064,-0.6030503766374856,Emerging Customers
101886,2023-01-03,London,Email,64.0,True,False,0,4.5,0,0,26.0,30.0,1995.04,66.50133333333333,65.845,28.803260798799812,351.0,10.0,0.16666666666666666,Pet Supplies,10.0,5.0,15.0,0,759,24.9,1.2048192771084338,80.12208835341366,1,0.0,0,3,3.3136421616481035,1.0140819658457974,High-Value Loyal
101887,2024-08-16,South West,Organic,41.0,False,True,1,4.8,0,0,34.0,5.0,344.31,68.862,40.01,69.58557300188022,86.0,5.0,0.0,Beauty,2.0,0.0,3.0,0,168,5.5,0.9090909090909091,62.60181818181818,1,0.2,2,0,0.5057052064902878,-0.7456494651687902,Emerging Customers
101888,2023-01-14,Wales,Email,20.0,False,True,3,3.9,0,1,7.0,18.0,1250.4,69.46666666666667,58.05,47.718546523893,275.0,7.0,0.0,Groceries,6.0,0.0,12.0,0,748,24.6,0.7317073170731707,50.829268292682926,1,0.16666666666666666,0,3,2.2616145782302772,0.2052524520321503,High-Value Loyal
101889,2024-04-17,North West,Paid Search,32.0,False,False,0,3.8,0,0,18.0,8.0,232.9,29.1125,30.935000000000002,8.387715081338557,178.0,5.0,0.0,Toys & Kids,3.0,0.0,5.0,0,289,9.5,0.8421052631578947,24.51578947368421,0,0.0,2,1,-0.13664719441715115,-0.789623952938138,Emerging Customers
101890,2025-01-20,South West,Email,48.0,True,True,1,5.0,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,11,0.4,0.0,0.0,2,1.0,1,2,-4.266996520390666,-1.1846254894939947,New / Low Engagement
101891,2024-10-31,Wales,Referral,41.0,True,True,1,3.1,1,0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,92,3.0,0.0,0.0,2,1.0,1,2,-4.441003772104719,0.09316887904998454,New / Low Engagement
101892,2024-06-19,South East,Affiliate,30.0,False,False,0,4.6,0,0,16.0,5.0,252.91000000000003,50.58200000000001,15.33,80.03323415931659,150.0,4.0,0.0,Garden,2.0,0.0,3.0,0,226,7.4,0.6756756756756757,34.17702702702703,0,0.0,2,1,-0.12978122025927064,-0.917322088980398,Emerging Customers
101893,2023-08-31,South East,Email,29.0,True,False,0,4.9,0,0,47.0,25.0,1933.22,77.3288,79.29,31.09799140351886,300.0,10.0,0.08,Homeware,7.0,3.0,15.0,0,519,17.0,1.4705882352941178,113.71882352941176,1,0.0,0,3,3.258499315015564,0.4048025710156107,High-Value Loyal
101894,2024-04-19,South East,Email,42.0,False,True,2,4.4,0,0,36.0,14.0,505.92,36.137142857142855,36.53,15.25075253052297,262.0,7.0,0.0,Electronics,5.0,1.0,8.0,0,287,9.4,1.4893617021276595,53.82127659574468,1,0.14285714285714285,2,1,1.1005802495121653,-0.6612733764254172,Emerging Customers
101895,2023-12-31,South West,Social,21.0,False,True,1,4.8,0,0,10.0,10.0,441.1,44.11,45.82,11.824058336948259,381.0,6.0,0.0,Electronics,5.0,0.0,5.0,0,397,13.0,0.7692307692307693,33.93076923076923,1,0.1,2,1,0.7006317435210038,-0.6545809049403178,Emerging Customers
101896,2024-07-03,South West,Paid Search,41.0,True,False,1,4.0,0,0,10.0,3.0,53.47,17.823333333333334,15.63,9.04177158157257,77.0,3.0,0.6666666666666666,Groceries,2.0,0.0,1.0,0,212,7.0,0.42857142857142855,7.638571428571429,1,0.3333333333333333,3,0,-1.4886723874193557,0.13270890829329351,At-Risk / Lapsing
101897,2024-11-07,South East,Social,42.0,False,False,0,4.4,0,0,14.0,5.0,240.88,48.176,42.79,17.928087739633582,38.0,4.0,0.0,Fashion,3.0,1.0,1.0,0,85,2.8,1.7857142857142858,86.02857142857144,0,0.0,2,1,0.5451520160604287,-2.0512333591066696,Emerging Customers
101898,2022-10-06,South East,Social,35.0,True,False,0,3.9,0,1,20.0,20.0,1413.0,70.65,73.215,27.152634068209757,361.0,8.0,0.0,Homeware,5.0,2.0,13.0,0,848,27.9,0.7168458781362007,50.645161290322584,1,0.0,0,1,2.4498590223495027,1.0665154810100461,High-Value Loyal
101899,2023-07-05,East Of England,Paid Search,27.0,False,False,0,2.7,0,0,4.0,26.0,1916.63,73.71653846153846,70.82,32.00575922452804,373.0,8.0,0.0,Electronics,11.0,1.0,14.0,0,576,18.9,1.3756613756613758,101.40899470899473,0,0.0,0,3,3.2391035898262186,-0.9363661062711565,High-Value Loyal
101900,2024-08-16,Wales,Email,54.0,False,False,1,3.9,0,1,4.0,6.0,191.70999999999998,31.951666666666664,35.655,18.13992548680029,132.0,5.0,0.0,Books & Media,2.0,2.0,2.0,0,168,5.5,1.0909090909090908,34.85636363636363,0,0.16666666666666666,2,0,0.060003426017681674,-2.087313622867274,Emerging Customers
101901,2023-12-12,South West,Paid Search,24.0,True,True,1,3.9,0,1,89.0,18.0,1221.01,67.8338888888889,66.175,26.7494895253962,286.0,10.0,0.0,Sports & Outdoors,2.0,1.0,15.0,0,416,13.7,1.3138686131386863,89.12481751824818,2,0.05555555555555555,0,1,2.4439461003699763,0.4134420638058029,High-Value Loyal
101902,2024-07-17,South East,Social,43.0,False,False,0,4.6,0,0,56.0,6.0,267.86,44.64333333333334,44.36,11.30409070499112,83.0,4.0,0.0,Fashion,3.0,1.0,2.0,0,198,6.5,0.9230769230769231,41.20923076923077,0,0.0,2,1,-0.11927296600156814,-0.5294127052684856,Emerging Customers
101903,2024-07-29,West Midlands,Organic,50.0,False,False,1,4.2,0,0,52.0,5.0,187.53,37.506,37.71,12.899282150569466,148.0,5.0,0.0,Beauty,4.0,0.0,1.0,0,186,6.1,0.819672131147541,30.742622950819673,0,0.2,2,1,-0.4009214360551613,-0.5211981841877616,Emerging Customers
101904,2024-03-13,London,Referral,43.0,True,False,0,4.9,0,0,86.0,4.0,104.72,26.18,26.095,10.136590485299616,246.0,4.0,0.0,Toys & Kids,2.0,0.0,2.0,0,324,10.6,0.37735849056603776,9.879245283018868,1,0.0,3,0,-1.378458498336842,0.4590218265555204,At-Risk / Lapsing
101905,2024-07-21,North West,Paid Search,57.0,True,False,0,3.9,0,1,113.0,4.0,187.32999999999998,46.832499999999996,20.125,57.868371542665685,101.0,4.0,0.0,Electronics,0.0,1.0,3.0,0,194,6.4,0.625,29.270312499999996,1,0.0,3,0,-0.6601869753846645,0.06451629881119343,At-Risk / Lapsing
101906,2024-07-10,Yorkshire,Paid Search,26.0,True,False,0,4.1,0,0,116.0,3.0,60.230000000000004,20.076666666666668,18.2,3.620308458313094,94.0,2.0,0.0,Beauty,0.0,0.0,3.0,0,205,6.7,0.44776119402985076,8.98955223880597,1,0.0,3,0,-2.0227544565149786,0.15010082174630082,At-Risk / Lapsing
101907,2023-12-07,West Midlands,Social,31.0,False,False,0,4.1,0,0,6.0,33.0,2406.31,72.91848484848485,65.75,39.78873687373822,385.0,10.0,0.030303030303030304,Groceries,15.0,2.0,16.0,0,421,13.8,2.391304347826087,174.37028985507246,0,0.0,0,3,4.072455343761829,-1.453150077473255,High-Value Loyal
101908,2025-01-24,East Of England,Organic,35.0,True,False,1,5.0,0,0,11.0,1.0,55.93,55.93,55.93,0.0,0.0,1.0,0.0,Toys & Kids,0.0,0.0,1.0,0,7,0.2,1.0,55.93,1,1.0,2,0,-0.9108867120132262,-2.0634253986535946,Emerging Customers
101909,2023-07-20,North West,Paid Search,84.0,False,True,1,3.9,0,1,36.0,5.0,375.26,75.05199999999999,74.01,19.689881157589543,328.0,4.0,0.0,Electronics,2.0,0.0,3.0,0,561,18.4,0.27173913043478265,20.394565217391307,1,0.2,3,0,0.10051372956294806,0.8826719010747112,At-Risk / Lapsing
101910,2023-04-10,Yorkshire,Social,48.0,True,False,1,3.5,0,0,7.0,25.0,1816.42,72.6568,74.45,35.92000263548617,387.0,10.0,0.04,Fashion,5.0,4.0,16.0,0,662,21.7,1.1520737327188941,83.70599078341014,1,0.04,0,3,3.2821894203368105,-0.12665995247136572,High-Value Loyal
101911,2024-04-28,East Of England,Referral,50.0,False,True,0,3.9,0,1,4.0,9.0,414.86,46.095555555555556,48.03,14.732438792602458,283.0,7.0,0.1111111111111111,Garden,3.0,1.0,5.0,0,278,9.1,0.989010989010989,45.589010989010994,1,0.0,2,0,1.0344892027679786,-1.3854356621747554,Emerging Customers
101912,2023-08-07,South East,Email,49.0,False,True,1,4.7,0,0,14.0,26.0,1572.1200000000001,60.46615384615385,59.575,22.23199983391923,318.0,10.0,0.0,Toys & Kids,13.0,3.0,10.0,0,543,17.8,1.4606741573033708,88.32134831460675,1,0.038461538461538464,0,3,3.0179234422322248,-0.3191910472895402,High-Value Loyal
101913,2023-10-30,London,Paid Search,42.0,True,False,1,4.8,0,0,51.0,7.0,113.23,16.175714285714285,18.34,7.288490600809968,313.0,5.0,0.14285714285714285,Beauty,2.0,1.0,4.0,0,459,15.1,0.4635761589403974,7.498675496688742,1,0.14285714285714285,3,0,-0.9741521631464667,0.7607324265527843,At-Risk / Lapsing
101914,2024-10-03,West Midlands,Paid Search,55.0,False,False,0,4.6,0,0,19.0,3.0,142.13,47.376666666666665,48.37,16.472478056847834,102.0,3.0,0.0,Sports & Outdoors,1.0,0.0,2.0,0,120,3.9,0.7692307692307693,36.44358974358974,0,0.0,2,0,-0.6246530396268551,-1.2492159338901114,Emerging Customers
101915,2023-12-10,London,Social,18.0,True,True,1,3.8,0,0,61.0,12.0,442.02,36.835,34.68,19.205943918958575,289.0,6.0,0.08333333333333333,Sports & Outdoors,1.0,1.0,10.0,0,418,13.7,0.8759124087591241,32.26423357664233,2,0.08333333333333333,2,1,0.542239286858218,0.4669944918327835,Emerging Customers
101916,2024-09-25,South East,Social,45.0,True,False,1,3.9,0,1,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,128,4.2,0.0,0.0,1,1.0,1,2,-4.4437155111112405,0.27924005448712164,New / Low Engagement
101917,2025-01-24,Unknown,Affiliate,47.0,True,True,1,5.0,0,0,11.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,Beauty,0.0,0.0,1.0,0,7,0.2,1.0,3.0,2,1.0,1,0,-2.825875628040156,-1.9575818209660563,New / Low Engagement
101918,2024-02-20,Unknown,Paid Search,54.0,False,True,1,3.6,0,0,206.0,3.0,56.25,18.75,14.13,18.497889068755924,85.0,2.0,0.3333333333333333,Homeware,0.0,0.0,3.0,0,346,11.4,0.2631578947368421,4.934210526315789,1,0.3333333333333333,3,0,-2.117996698211559,1.5433872004122116,At-Risk / Lapsing
101919,2023-10-28,North West,Social,26.0,False,False,3,2.8,0,0,104.0,2.0,125.07000000000001,62.535000000000004,62.535000000000004,30.96420594815892,166.0,2.0,0.0,Sports & Outdoors,1.0,0.0,1.0,0,461,15.1,0.13245033112582782,8.282781456953643,0,1.5,3,0,-1.3702651646848552,1.1495454752856502,At-Risk / Lapsing
101920,2024-11-12,London,Affiliate,27.0,True,True,1,3.9,0,1,10.0,4.0,79.69,19.9225,15.45,15.019403838590492,47.0,3.0,0.0,Beauty,1.0,0.0,3.0,0,80,2.6,1.5384615384615383,30.65,2,0.25,2,0,-0.7233453243787588,-2.051833138586943,Emerging Customers
101921,2023-04-14,South East,Paid Search,28.0,True,False,0,2.6,0,0,43.0,7.0,299.90000000000003,42.84285714285715,46.13,17.064808539101474,339.0,5.0,0.0,Garden,3.0,1.0,3.0,0,658,21.6,0.32407407407407407,13.88425925925926,1,0.0,3,1,-0.1264596834694946,1.1190617609578088,At-Risk / Lapsing
101922,2023-10-24,Wales,Affiliate,48.0,False,False,4,5.0,0,0,71.0,8.0,176.17000000000002,22.021250000000002,25.835,10.969462074973674,308.0,5.0,0.0,Garden,1.0,0.0,7.0,0,465,15.3,0.5228758169934641,11.51437908496732,0,0.5,3,1,-0.6851465742131017,0.5988513685175139,At-Risk / Lapsing
101923,2024-11-20,South West,Organic,48.0,False,False,2,2.2,0,0,24.0,5.0,192.31,38.462,30.06,27.380209458658275,58.0,4.0,0.0,Pet Supplies,2.0,1.0,2.0,0,72,2.4,2.0833333333333335,80.12916666666668,0,0.4,2,1,0.33992118543556393,-1.93211177249312,Emerging Customers
101924,2024-08-30,Scotland,Email,29.0,False,False,0,5.0,0,0,17.0,11.0,494.37,44.942727272727275,46.93,19.051301840509005,152.0,7.0,0.0,Homeware,5.0,0.0,6.0,0,154,5.1,2.1568627450980395,96.93529411764706,0,0.0,2,1,1.5385232440028538,-1.772328478078297,Emerging Customers
101925,2023-02-05,London,Organic,66.0,True,False,1,3.8,0,0,14.0,23.0,1647.97,71.65086956521739,63.1,25.410547722808392,360.0,10.0,0.13043478260869565,Homeware,8.0,2.0,13.0,0,726,23.9,0.9623430962343097,68.95271966527197,1,0.043478260869565216,0,3,3.033100246495933,0.6835905666937427,High-Value Loyal
101926,2024-01-29,West Midlands,Referral,45.0,False,False,0,3.9,0,1,11.0,13.0,676.42,52.03230769230769,53.19,7.919591902202783,383.0,7.0,0.0,Toys & Kids,5.0,4.0,4.0,0,368,12.1,1.0743801652892562,55.90247933884297,0,0.0,0,1,1.445454372735433,-0.8828444806327186,High-Value Loyal
101927,2024-03-07,North East,Referral,43.0,True,True,0,5.0,0,0,12.0,13.0,679.06,52.23538461538461,55.9,14.625376129285593,255.0,9.0,0.0,Sports & Outdoors,4.0,2.0,7.0,0,330,10.8,1.2037037037037037,62.87592592592592,2,0.0,0,1,1.7493522677266893,-0.8534139830895491,High-Value Loyal
101928,2023-02-01,Wales,Paid Search,38.0,True,False,1,3.9,0,1,3.0,27.0,2225.71,82.4337037037037,77.45,32.79286943460401,366.0,10.0,0.037037037037037035,Electronics,15.0,2.0,10.0,0,730,24.0,1.125,92.73791666666666,1,0.037037037037037035,0,3,3.728248231035284,-0.34610505811928555,High-Value Loyal
101929,2024-02-13,South West,Email,53.0,True,False,2,4.5,0,0,85.0,5.0,85.66,17.131999999999998,17.16,9.716360944304201,272.0,5.0,0.2,Pet Supplies,3.0,0.0,2.0,0,353,11.6,0.4310344827586207,7.384482758620689,1,0.4,3,0,-1.3026225236489564,0.8501882227509633,At-Risk / Lapsing
101930,2024-10-07,North West,Paid Search,46.0,True,False,1,3.1,0,0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,116,3.8,0.0,0.0,1,1.0,1,2,-4.445872688054136,0.20408115371697308,New / Low Engagement
101931,2024-01-09,Scotland,Paid Search,66.0,False,True,0,3.4,0,0,231.0,3.0,81.9,27.3,16.27,20.985111388791815,162.0,2.0,0.0,Groceries,1.0,0.0,2.0,0,388,12.7,0.2362204724409449,6.448818897637796,1,0.0,3,0,-1.9652958809871988,1.1638436782917088,At-Risk / Lapsing
101932,2025-01-24,London,Social,25.0,False,False,1,4.4,0,0,3.0,2.0,39.84,19.92,19.92,18.328207768355313,27.0,2.0,0.0,Pet Supplies,0.0,1.0,1.0,0,7,0.2,2.0,39.84,0,0.5,2,0,-0.8261648136213963,-3.26403553788778,Emerging Customers
101933,2024-04-12,Wales,Social,21.0,False,False,1,4.4,0,0,240.0,6.0,242.94,40.49,37.065,42.74546151347533,52.0,6.0,0.0,Fashion,4.0,0.0,2.0,0,294,9.7,0.6185567010309279,25.045360824742268,0,0.16666666666666666,3,1,-0.357529673528822,0.6808969053835229,At-Risk / Lapsing
101934,2024-09-18,Unknown,Organic,31.0,False,True,3,4.3,0,0,14.0,6.0,263.52,43.919999999999995,42.769999999999996,18.75419952970534,137.0,5.0,0.0,Garden,0.0,3.0,3.0,0,135,4.4,1.3636363636363635,59.89090909090908,1,0.5,2,0,0.4348272186551788,-1.6090446089275074,Emerging Customers
101935,2023-10-18,East Of England,Paid Search,48.0,True,False,3,5.0,0,0,11.0,22.0,1357.13,61.68772727272728,61.67,20.225962789919812,373.0,9.0,0.18181818181818182,Sports & Outdoors,9.0,1.0,12.0,0,471,15.5,1.4193548387096775,87.55677419354839,1,0.13636363636363635,0,3,2.776783517344427,-0.3281020680550163,High-Value Loyal
101936,2023-11-14,North West,Paid Search,35.0,False,False,0,3.9,0,0,355.0,1.0,33.48,33.48,33.48,0.0,0.0,1.0,0.0,Toys & Kids,0.0,0.0,1.0,0,444,14.6,0.0684931506849315,2.293150684931507,0,0.0,3,0,-2.6620948613155844,1.6122556318341261,At-Risk / Lapsing
101937,2023-02-28,Yorkshire,Paid Search,58.0,False,False,0,5.0,0,0,379.0,1.0,11.09,11.09,11.09,0.0,0.0,1.0,0.0,Electronics,0.0,0.0,1.0,0,703,23.1,0.04329004329004329,0.48008658008658006,0,0.0,3,0,-3.0531323481754926,2.211616191096937,At-Risk / Lapsing
101938,2024-01-17,Wales,Paid Search,36.0,True,False,1,4.1,0,0,64.0,8.0,217.44,27.18,21.345,21.659292957725363,313.0,6.0,0.0,Fashion,4.0,0.0,4.0,0,380,12.5,0.64,17.3952,1,0.125,3,0,-0.330772514723051,0.32502708117602563,At-Risk / Lapsing
101939,2023-02-12,West Midlands,Paid Search,55.0,True,False,1,4.5,0,0,14.0,23.0,1752.33,76.18826086956521,72.1,32.62544010879378,346.0,10.0,0.043478260869565216,Groceries,8.0,1.0,14.0,0,719,23.6,0.9745762711864406,74.25127118644068,1,0.043478260869565216,0,3,3.1113550145482143,0.509245529386629,High-Value Loyal
101940,2024-02-24,London,Referral,30.0,False,False,1,4.7,0,0,39.0,9.0,449.31,49.92333333333333,35.78,38.68281982999688,276.0,7.0,0.2222222222222222,Garden,4.0,1.0,4.0,0,342,11.2,0.8035714285714286,40.11696428571429,0,0.1111111111111111,2,1,0.7789414084122976,0.25184767929342317,Emerging Customers
101941,2024-03-22,East Of England,Organic,56.0,True,False,1,3.5,0,0,52.0,6.0,139.49,23.248333333333335,21.63,9.630325885797772,261.0,5.0,0.0,Beauty,1.0,2.0,3.0,0,315,10.3,0.5825242718446602,13.542718446601942,1,0.16666666666666666,3,0,-0.8565584021094522,0.04784812491617268,At-Risk / Lapsing
101942,2025-01-03,Yorkshire,Referral,59.0,False,True,2,4.2,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,28,0.9,0.0,0.0,1,2.0,1,2,-4.373375411284249,-0.7107799154301551,New / Low Engagement
101943,2023-12-09,South East,Paid Search,34.0,False,True,0,2.7,0,0,45.0,17.0,951.61,55.97705882352941,51.04,40.5983903259578,314.0,9.0,0.11764705882352941,Toys & Kids,6.0,3.0,8.0,0,419,13.8,1.2318840579710144,68.9572463768116,1,0.0,0,1,2.0343074241578427,0.23421865718681992,High-Value Loyal
101944,2024-11-25,London,Organic,47.0,True,False,1,4.1,0,0,12.0,3.0,195.4,65.13333333333334,54.2,20.214671239803362,41.0,2.0,0.0,Toys & Kids,0.0,1.0,2.0,0,67,2.2,1.3636363636363635,88.81818181818181,1,0.3333333333333333,2,0,0.20073322149577666,-1.9835573568694436,Emerging Customers
101945,2022-09-01,Yorkshire,Paid Search,44.0,True,False,1,3.3,0,0,348.0,4.0,133.54,33.385,30.16,10.792248761649876,24.0,3.0,0.0,Groceries,1.0,2.0,1.0,0,883,29.0,0.13793103448275862,4.604827586206897,1,0.25,3,0,-1.2405081228395418,2.7585131258824416,At-Risk / Lapsing
101946,2024-10-27,East Of England,Paid Search,48.0,False,True,0,4.5,0,0,64.0,2.0,74.07000000000001,37.035000000000004,37.035000000000004,11.702617228637363,8.0,2.0,0.0,Electronics,1.0,0.0,1.0,0,96,3.2,0.625,23.146875,1,0.0,2,0,-1.5069439717333064,-0.5735444641195567,Emerging Customers
101947,2023-09-10,South East,Social,58.0,True,False,3,3.1,0,0,3.0,18.0,1108.61,61.58944444444444,65.905,23.943557766061666,369.0,7.0,0.05555555555555555,Pet Supplies,4.0,3.0,11.0,0,509,16.7,1.0778443113772456,66.38383233532934,1,0.16666666666666666,0,3,2.270785268090032,-1.0024834961599802,High-Value Loyal
101948,2022-10-03,Yorkshire,Organic,54.0,False,True,0,5.0,0,0,5.0,25.0,1839.06,73.5624,79.74,24.735665761540897,377.0,9.0,0.04,Groceries,9.0,6.0,10.0,0,851,28.0,0.8928571428571429,65.68071428571429,1,0.0,0,3,3.197604676415296,0.3280431548895294,High-Value Loyal
101949,2023-09-03,Scotland,Organic,48.0,True,False,1,1.7,0,0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,516,17.0,0.0,0.0,1,1.0,1,2,-4.170746871851753,1.8282799618486845,New / Low Engagement
101950,2023-08-21,South East,Organic,50.0,False,False,0,2.1,0,0,66.0,22.0,1300.06,59.093636363636364,61.19,23.434191045493975,322.0,10.0,0.045454545454545456,Electronics,7.0,4.0,11.0,0,529,17.4,1.264367816091954,74.71609195402299,0,0.0,0,1,2.507147809351801,0.5573968702414783,High-Value Loyal
101951,2023-10-19,East Of England,Email,24.0,True,True,0,3.9,0,1,16.0,33.0,2469.48,74.83272727272727,67.9,33.58852857307902,371.0,10.0,0.18181818181818182,Books & Media,12.0,6.0,15.0,0,470,15.4,2.142857142857143,160.35584415584415,2,0.0,0,3,3.9785541549736645,-0.32659700482129134,High-Value Loyal
101952,2025-01-24,East Of England,Organic,40.0,False,False,1,4.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1,7,0.2,0.0,0.0,0,1.0,1,2,-4.225929706844649,-1.5550181508239027,New / Low Engagement
101953,2024-06-14,South East,Paid Search,27.0,False,False,2,2.5,0,0,103.0,2.0,79.15,39.575,39.575,8.506494577674168,130.0,2.0,0.0,Pet Supplies,0.0,0.0,2.0,0,231,7.6,0.2631578947368421,10.414473684210527,0,1.0,3,0,-1.845211602420463,0.32389237418340094,At-Risk / Lapsing
101954,2023-11-12,East Of England,Paid Search,41.0,False,True,1,2.1,0,0,3.0,18.0,1055.08,58.61555555555555,63.099999999999994,28.59554042199839,393.0,8.0,0.1111111111111111,Groceries,5.0,4.0,9.0,0,446,14.7,1.2244897959183674,71.77414965986394,1,0.05555555555555555,0,3,2.386201242826498,-1.1307295550905965,High-Value Loyal
101955,2024-01-16,North West,Social,56.0,False,True,2,2.7,0,0,11.0,28.0,1805.58,64.485,65.43,24.89742861927416,384.0,9.0,0.07142857142857142,Homeware,9.0,4.0,15.0,0,381,12.5,2.24,144.44639999999998,1,0.07142857142857142,0,3,3.4111439801331573,-1.0996802546233688,High-Value Loyal
101956,2024-03-16,Yorkshire,Affiliate,41.0,False,False,1,2.7,0,0,253.0,2.0,44.8,22.4,22.4,13.717871555019022,68.0,2.0,0.0,Sports & Outdoors,0.0,0.0,2.0,0,321,10.5,0.19047619047619047,4.266666666666667,0,0.5,3,0,-2.440533350023004,0.9994510539774486,At-Risk / Lapsing
101957,2023-10-11,Wales,Paid Search,41.0,False,False,0,4.3,1,0,11.0,24.0,1630.88,67.95333333333333,70.55000000000001,32.5320443585233,379.0,10.0,0.0,Toys & Kids,13.0,3.0,8.0,0,478,15.7,1.5286624203821657,103.87770700636943,0,0.0,0,3,3.145747353081049,-0.7011871603335934,High-Value Loyal
101958,2025-01-24,North East,Organic,27.0,False,False,1,4.3,0,0,26.0,1.0,30.45,30.45,30.45,0.0,0.0,1.0,0.0,Electronics,0.0,0.0,1.0,0,7,0.2,1.0,30.45,0,1.0,2,0,-1.6919906521081853,-1.6835749842072005,Emerging Customers
101959,2024-06-27,North West,Organic,49.0,False,True,3,2.9,0,0,196.0,1.0,27.15,27.15,27.15,0.0,0.0,1.0,0.0,Pet Supplies,1.0,0.0,0.0,0,218,7.2,0.1388888888888889,3.770833333333333,1,3.0,3,0,-2.826516332588196,0.7197244112095627,At-Risk / Lapsing
101960,2024-04-15,West Midlands,Affiliate,34.0,True,True,2,4.8,0,0,78.0,3.0,53.42,17.80666666666667,21.09,9.328903115229213,204.0,3.0,0.0,Pet Supplies,0.0,0.0,3.0,0,291,9.6,0.3125,5.564583333333334,2,0.6666666666666666,3,0,-2.0156745691423157,0.4002697143141188,At-Risk / Lapsing
101961,2024-07-11,London,Paid Search,51.0,False,True,2,2.8,0,0,5.0,3.0,80.36999999999999,26.789999999999996,27.56,8.351664504755922,97.0,3.0,0.0,Beauty,1.0,1.0,1.0,0,204,6.7,0.44776119402985076,11.9955223880597,1,0.6666666666666666,2,0,-1.2951550133858827,-1.4278686776155818,Emerging Customers
101962,2024-10-15,North East,Email,25.0,False,False,0,3.5,0,0,30.0,3.0,67.27,22.423333333333332,21.38,19.965456001136896,73.0,3.0,0.0,Electronics,1.0,0.0,2.0,0,108,3.5,0.8571428571428571,19.22,0,0.0,2,0,-1.3550621263720546,-1.133604429899986,Emerging Customers
101963,2023-11-23,West Midlands,Email,46.0,False,False,0,3.9,0,1,127.0,12.0,540.27,45.0225,48.61,19.1222417500003,249.0,9.0,0.0,Electronics,4.0,1.0,7.0,0,435,14.3,0.8391608391608392,37.78111888111888,0,0.0,0,1,1.0039520387045755,0.7176615272986622,High-Value Loyal
101964,2024-05-24,Wales,Organic,47.0,False,False,0,4.1,0,0,51.0,9.0,356.27,39.58555555555555,40.17,9.974470049971465,224.0,6.0,0.1111111111111111,Sports & Outdoors,2.0,1.0,6.0,0,252,8.3,1.0843373493975903,42.924096385542164,0,0.0,2,1,0.4601650058163792,-0.2689943798290106,Emerging Customers
101965,2023-04-29,North East,Email,41.0,False,False,0,2.6,1,0,34.0,35.0,2287.73,65.36371428571428,67.59,22.796765390487035,358.0,10.0,0.11428571428571428,Sports & Outdoors,14.0,4.0,17.0,0,643,21.1,1.6587677725118481,108.42322274881516,0,0.0,0,3,3.568558917084569,0.4851829329456755,High-Value Loyal
101966,2025-01-24,Scotland,Social,32.0,True,True,1,4.4,0,0,14.0,1.0,14.65,14.65,14.65,0.0,0.0,1.0,1.0,Toys & Kids,0.0,1.0,0.0,0,7,0.2,1.0,14.65,2,1.0,3,0,-1.8460309182223584,-0.13807207173602318,At-Risk / Lapsing
101967,2024-12-25,East Of England,Paid Search,51.0,True,False,2,4.0,0,0,12.0,1.0,37.33,37.33,37.33,0.0,0.0,1.0,0.0,Pet Supplies,0.0,0.0,1.0,0,37,1.2,0.8333333333333334,31.108333333333334,1,2.0,2,0,-1.505007525297532,-1.8358546604943342,Emerging Customers
